ticker,rs_days,ipo_days_eff,fresh_via,as_of_date
SMCP,,95,ipo,2026-08-15
SMCX,149,723,rs,2026-08-15
SMCZ,249,501,rs,2026-08-15
SMHC,,52,ipo,2026-08-15
SMJF,,254,ipo,2026-08-15
SMN,79,7137,rs,2026-08-15
SMOM,8538,339,ipo,2026-08-15
SMOX,,255,ipo,2026-08-15
SMQ,,257,ipo,2026-08-15
SMRF,,177,ipo,2026-08-15
SMRVF,250,,rs,2026-08-15
SMRX,,36,ipo,2026-08-15
SMSI,71,11288,rs,2026-08-15
SMTG,,53,ipo,2026-08-15
SMU,158,400,rs,2026-08-15
SMUP,129,386,rs,2026-08-15
SMX,75,1256,rs,2026-08-15
SMXT,2,900,rs,2026-08-15
SMYY,,319,ipo,2026-08-15
SMZ,,185,ipo,2026-08-15
SNAG,,240,ipo,2026-08-15
SNAL,40,1374,rs,2026-08-15
SNBH,225,,rs,2026-08-15
SNDC,,50,ipo,2026-08-15
SNDG,,95,ipo,2026-08-15
SNDQ,25,114,both,2026-08-15
SNDU,,156,ipo,2026-08-15
SNEGF,166,,rs,2026-08-15
SNGPF,93,,rs,2026-08-15
SNK,,61,ipo,2026-08-15
SNPX,862,275,ipo,2026-08-15
SNTQ,,38,ipo,2026-08-15
SNXX,,200,ipo,2026-08-15
SOCA,,344,ipo,2026-08-15
SOCAW,,344,ipo,2026-08-15
SOEZ,,255,ipo,2026-08-15
SOFA,,185,ipo,2026-08-15
SOFC,,36,ipo,2026-08-15
SOLC,,270,ipo,2026-08-15
SOLCF,213,,rs,2026-08-15
SOLM,,284,ipo,2026-08-15
SOLS,2112,289,ipo,2026-08-15
SOLSV,,299,ipo,2026-08-15
SOLT,169,513,rs,2026-08-15
SOLX,,256,ipo,2026-08-15
SOMN,,276,ipo,2026-08-15
SONG,236,2530,rs,2026-08-15
SONM,292,2654,rs,2026-08-15
SORN,,169,ipo,2026-08-15
SORNU,,220,ipo,2026-08-15
SORNW,,165,ipo,2026-08-15
SOUX,149,417,rs,2026-08-15
SOWG,113,835,rs,2026-08-15
SOXS,31,6001,rs,2026-08-15
SPAL,,61,ipo,2026-08-15
SPAX,,61,ipo,2026-08-15
SPCF,,61,ipo,2026-08-15
SPCG,,61,ipo,2026-08-15
SPCH,,61,ipo,2026-08-15
SPCI,5938,156,ipo,2026-08-15
SPCK,,130,ipo,2026-08-15
SPCL,,120,ipo,2026-08-15
SPCM,,61,ipo,2026-08-15
SPCQ,,61,ipo,2026-08-15
SPCT,,319,ipo,2026-08-15
SPCU,,61,ipo,2026-08-15
SPCX,,64,ipo,2026-08-15
SPDF,,122,ipo,2026-08-15
SPEG,,340,ipo,2026-08-15
SPEGR,,341,ipo,2026-08-15
SPEGU,,89,ipo,2026-08-15
SPHL,256,667,rs,2026-08-15
SPIT,,313,ipo,2026-08-15
SPKLU,,120,ipo,2026-08-15
SPLS,,211,ipo,2026-08-15
SPODF,99,,rs,2026-08-15
SPOG,,271,ipo,2026-08-15
SPRB,373,334,ipo,2026-08-15
SPRC,164,1697,rs,2026-08-15
SPTU,,311,ipo,2026-08-15
SPTX,,106,ipo,2026-08-15
SPXS,320,5160,rs,2026-08-15
SPXU,268,6262,rs,2026-08-15
SPYM,,288,ipo,2026-08-15
SQLT,,136,ipo,2026-08-15
SQNS,332,5601,rs,2026-08-15
SQQQ,268,6031,rs,2026-08-15
SQS,,152,ipo,2026-08-15
SRJN,,211,ipo,2026-08-15
SRL,,38,ipo,2026-08-15
SRPU,,296,ipo,2026-08-15
SRTA,,351,ipo,2026-08-15
SRTAW,,351,ipo,2026-08-15
SRTY,268,6031,rs,2026-08-15
SRXH,40,472,rs,2026-08-15
SSAC,,169,ipo,2026-08-15
SSACR,,169,ipo,2026-08-15
SSACU,,190,ipo,2026-08-15
SSACW,,169,ipo,2026-08-15
SSCP,,95,ipo,2026-08-15
SSEA,,317,ipo,2026-08-15
SSEAR,,317,ipo,2026-08-15
SSEAU,,201,ipo,2026-08-15
SSEBF,284,,rs,2026-08-15
SSG,268,7137,rs,2026-08-15
SSM,,344,ipo,2026-08-15
SSMG,6595,115,ipo,2026-08-15
SSMR,,72,ipo,2026-08-15
SSPC,4860,61,ipo,2026-08-15
SSS,,197,ipo,2026-08-15
STAI,242,589,rs,2026-08-15
STBQ,,235,ipo,2026-08-15
STDN,,30,ipo,2026-08-15
STEN,,318,ipo,2026-08-15
STEX,,337,ipo,2026-08-15
STFS,155,673,rs,2026-08-15
STIXF,135,,rs,2026-08-15
STKE,,340,ipo,2026-08-15
STKH,19,1473,rs,2026-08-15
STLR,,136,ipo,2026-08-15
STLU,,136,ipo,2026-08-15
STRN,,360,ipo,2026-08-15
STRO,255,2879,rs,2026-08-15
STSM,145,270,both,2026-08-15
STUB,,332,ipo,2026-08-15
STXF,,68,ipo,2026-08-15
STXL,,114,ipo,2026-08-15
STXU,,95,ipo,2026-08-15
STXX,,113,ipo,2026-08-15
STYL,,101,ipo,2026-08-15
SUGP,9,934,rs,2026-08-15
SUIG,,354,ipo,2026-08-15
SUIL,,92,ipo,2026-08-15
SUIS,,178,ipo,2026-08-15
SUJA,,100,ipo,2026-08-15
SULMF,339,,rs,2026-08-15
SUMA,,117,ipo,2026-08-15
SUMAR,,117,ipo,2026-08-15
SUMAU,,157,ipo,2026-08-15
SUNB,4573,166,ipo,2026-08-15
SUNC,,282,ipo,2026-08-15
SUNTF,10,,rs,2026-08-15
SVAC,,319,ipo,2026-08-15
SVACU,,345,ipo,2026-08-15
SVACW,,319,ipo,2026-08-15
SVAQ,,184,ipo,2026-08-15
SVAQU,,235,ipo,2026-08-15
SVAQW,,184,ipo,2026-08-15
SVC,39,2516,rs,2026-08-15
SVCCU,,80,ipo,2026-08-15
SVIV,,166,ipo,2026-08-15
SVIVU,,186,ipo,2026-08-15
SVIVW,,166,ipo,2026-08-15
SVRE,171,1534,rs,2026-08-15
SVRN,138,271,both,2026-08-15
SVTNF,299,,rs,2026-08-15
SWMR,,151,ipo,2026-08-15
SXTC,5,2780,rs,2026-08-15
SXTP,207,1130,rs,2026-08-15
SYAXF,337,,rs,2026-08-15
SYSB,,347,ipo,2026-08-15
SYTA,312,2150,rs,2026-08-15
SYZ,,334,ipo,2026-08-15
SZK,79,7137,rs,2026-08-15
SZZLU,,46,ipo,2026-08-15
TABD,,242,ipo,2026-08-15
TACN,,247,ipo,2026-08-15
TACU,,247,ipo,2026-08-15
TAJX,,73,ipo,2026-08-15
TALV,,242,ipo,2026-08-15
TAOZ,,136,ipo,2026-08-15
TARGF,332,,rs,2026-08-15
TAVIU,,106,ipo,2026-08-15
TAXI,,361,ipo,2026-08-15
TAXS,,361,ipo,2026-08-15
TAXT,,361,ipo,2026-08-15
TBH,75,527,rs,2026-08-15
TBXU,,318,ipo,2026-08-15
TC,351,2825,rs,2026-08-15
TCAN,,100,ipo,2026-08-15
TCGL,,304,ipo,2026-08-15
TCPA,,304,ipo,2026-08-15
TDACU,,81,ipo,2026-08-15
TDAQ,,345,ipo,2026-08-15
TDAX,,220,ipo,2026-08-15
TDAY,,270,ipo,2026-08-15
TDCL,,31,ipo,2026-08-15
TDIC,61,388,rs,2026-08-15
TDOG,,205,ipo,2026-08-15
TDOT,,162,ipo,2026-08-15
TDTH,113,704,rs,2026-08-15
TDWD,,250,ipo,2026-08-15
TDWDR,,250,ipo,2026-08-15
TDWDU,,78,ipo,2026-08-15
TECS,31,5160,rs,2026-08-15
TECY,,102,ipo,2026-08-15
TELG,,60,ipo,2026-08-15
TEMC,,36,ipo,2026-08-15
TEMD,,205,ipo,2026-08-15
TEMR,,156,ipo,2026-08-15
TEMT,158,459,rs,2026-08-15
TEND,,311,ipo,2026-08-15
TENJ,,297,ipo,2026-08-15
TENM,,297,ipo,2026-08-15
TERC,,39,ipo,2026-08-15
TERG,,271,ipo,2026-08-15
TESC,,50,ipo,2026-08-15
TEST,,270,ipo,2026-08-15
TETH,,352,ipo,2026-08-15
TEUP,,78,ipo,2026-08-15
TEXU,,318,ipo,2026-08-15
TEXX,,205,ipo,2026-08-15
TFFI,,172,ipo,2026-08-15
TFGZ,,136,ipo,2026-08-15
TGHL,,352,ipo,2026-08-15
TGL,253,1465,rs,2026-08-15
TGLDF,302,,rs,2026-08-15
THH,5,352,both,2026-08-15
THMR,,128,ipo,2026-08-15
THOR,,53,ipo,2026-08-15
THRV,,319,ipo,2026-08-15
THYFX,250,,rs,2026-08-15
THYM,,268,ipo,2026-08-15
THYP,,95,ipo,2026-08-15
TIAOF,61,,rs,2026-08-15
TII,,267,ipo,2026-08-15
TILC,,61,ipo,2026-08-15
TIMCF,285,,rs,2026-08-15
TINS,,296,ipo,2026-08-15
TIPA,,361,ipo,2026-08-15
TIPB,,361,ipo,2026-08-15
TIPC,,361,ipo,2026-08-15
TIPD,,361,ipo,2026-08-15
TIRX,344,2026,rs,2026-08-15
TISC,,61,ipo,2026-08-15
TJGC,81,248,both,2026-08-15
TKMO,87,,rs,2026-08-15
TKNQ,,235,ipo,2026-08-15
TKNS,,93,ipo,2026-08-15
TKNZ,,30,ipo,2026-08-15
TKRFF,318,,rs,2026-08-15
TKUNF,166,,rs,2026-08-15
TLA,,193,ipo,2026-08-15
TLDR,,206,ipo,2026-08-15
TLG,,152,ipo,2026-08-15
TLIH,106,403,rs,2026-08-15
TLNC,,311,ipo,2026-08-15
TLNCU,,340,ipo,2026-08-15
TLNCW,,311,ipo,2026-08-15
TLOFF,200,,rs,2026-08-15
TLRY,256,2949,rs,2026-08-15
TMCR,,129,ipo,2026-08-15
TMGN,,31,ipo,2026-08-15
TMKEF,281,,rs,2026-08-15
TMLP,,235,ipo,2026-08-15
TMNL,,268,ipo,2026-08-15
TMNS,,268,ipo,2026-08-15
TMS,,53,ipo,2026-08-15
TMSF,,268,ipo,2026-08-15
TMSWW,,53,ipo,2026-08-15
TMTS,,135,ipo,2026-08-15
TMTSU,,185,ipo,2026-08-15
TMTSW,,135,ipo,2026-08-15
TMVE,,271,ipo,2026-08-15
TMYY,,123,ipo,2026-08-15
TNFA,347,752,rs,2026-08-15
TNMG,235,617,rs,2026-08-15
TNON,5,1571,rs,2026-08-15
TNUK,,240,ipo,2026-08-15
TNXT,,198,ipo,2026-08-15
TNYZD,318,,rs,2026-08-15
TOAO,,113,ipo,2026-08-15
TOCT,,318,ipo,2026-08-15
TOMZ,26,2144,rs,2026-08-15
TONX,,347,ipo,2026-08-15
TOP,12,1536,rs,2026-08-15
TOPCF,256,,rs,2026-08-15
TOPW,,145,ipo,2026-08-15
TOS,,199,ipo,2026-08-15
TOT,,346,ipo,2026-08-15
TOUR,115,4481,rs,2026-08-15
TOXR,,247,ipo,2026-08-15
TPAY,,178,ipo,2026-08-15
TPFC,,102,ipo,2026-08-15
TPFG,,102,ipo,2026-08-15
TPFI,,102,ipo,2026-08-15
TPLX,,52,ipo,2026-08-15
TPNEF,256,,rs,2026-08-15
TPRY,,170,ipo,2026-08-15
TPTS,,52,ipo,2026-08-15
TPUT,,65,ipo,2026-08-15
TQLB,346,,rs,2026-08-15
TRAD,,117,ipo,2026-08-15
TRAD.U,,170,ipo,2026-08-15
TRAX,,117,ipo,2026-08-15
TRAXV,,131,ipo,2026-08-15
TRBF,,312,ipo,2026-08-15
TRCTF,157,,rs,2026-08-15
TRGS,,117,ipo,2026-08-15
TRGSR,,117,ipo,2026-08-15
TRGSU,,170,ipo,2026-08-15
TRI,103,12133,rs,2026-08-15
TRIB,22,12351,rs,2026-08-15
TRIL,4286,319,ipo,2026-08-15
TRLEF,113,,rs,2026-08-15
TRLV,,66,ipo,2026-08-15
TRNR,46,1205,rs,2026-08-15
TROT,,171,ipo,2026-08-15
TROUF,99,,rs,2026-08-15
TRUC,,177,ipo,2026-08-15
TRUD,,359,ipo,2026-08-15
TRUF,,135,ipo,2026-08-15
TRUG,141,925,rs,2026-08-15
TRUH,,135,ipo,2026-08-15
TRUI,,73,ipo,2026-08-15
TRUM,,38,ipo,2026-08-15
TRUN,,38,ipo,2026-08-15
TRUO,,73,ipo,2026-08-15
TRUR,,38,ipo,2026-08-15
TRUT,,359,ipo,2026-08-15
TRUU,,38,ipo,2026-08-15
TRWAF,40,,rs,2026-08-15
TRXO,74,,rs,2026-08-15
TSCM,,228,ipo,2026-08-15
TSCV,,271,ipo,2026-08-15
TSEG,,60,ipo,2026-08-15
TSES,,228,ipo,2026-08-15
TSEU,,45,ipo,2026-08-15
TSIC,,228,ipo,2026-08-15
TSLI,,339,ipo,2026-08-15
TSLQ,298,1493,rs,2026-08-15
TSLS,158,1467,rs,2026-08-15
TSLV,,319,ipo,2026-08-15
TSLY,257,1361,rs,2026-08-15
TSLZ,290,1031,rs,2026-08-15
TSNF,,228,ipo,2026-08-15
TSOL,,269,ipo,2026-08-15
TSORF,260,,rs,2026-08-15
TSRS,,228,ipo,2026-08-15
TSSD,,228,ipo,2026-08-15
TSUI,,172,ipo,2026-08-15
TSXD,,318,ipo,2026-08-15
TSXU,,318,ipo,2026-08-15
TSYW,,275,ipo,2026-08-15
TSYX,,220,ipo,2026-08-15
TSYY,74,605,rs,2026-08-15
TTDU,,332,ipo,2026-08-15
TTMX,,45,ipo,2026-08-15
TTOP,,275,ipo,2026-08-15
TTRX,,311,ipo,2026-08-15
TTSH,242,1885,rs,2026-08-15
TTXD,,318,ipo,2026-08-15
TTXU,,318,ipo,2026-08-15
TULP,,194,ipo,2026-08-15
TVAIU,,110,ipo,2026-08-15
TVGN,162,912,rs,2026-08-15
TVIV,,33,ipo,2026-08-15
TVIVU,,58,ipo,2026-08-15
TVIVW,,33,ipo,2026-08-15
TWAV,,248,ipo,2026-08-15
TWLV,,218,ipo,2026-08-15
TWLVR,,218,ipo,2026-08-15
TWLVU,,246,ipo,2026-08-15
TWMIF,347,,rs,2026-08-15
TWSC,,50,ipo,2026-08-15
TXBC,,275,ipo,2026-08-15
TXHPF,249,,rs,2026-08-15
TXNU,,143,ipo,2026-08-15
TXXD,,268,ipo,2026-08-15
TXXH,,107,ipo,2026-08-15
TXXS,40,254,both,2026-08-15
TYCOF,242,,rs,2026-08-15
TYYY,,92,ipo,2026-08-15
TZA,31,6492,rs,2026-08-15
UAC,,178,ipo,2026-08-15
UAC.U,,198,ipo,2026-08-15
UAC.WS,,178,ipo,2026-08-15
UBEW,,296,ipo,2026-08-15
UBXG,85,870,rs,2026-08-15
UBYH,44,,rs,2026-08-15
UCAR,136,1213,rs,2026-08-15
UCFI,,318,ipo,2026-08-15
UCFIW,,318,ipo,2026-08-15
UCOP,,116,ipo,2026-08-15
UCTX,,50,ipo,2026-08-15
UECG,,186,ipo,2026-08-15
UFOD,,191,ipo,2026-08-15
UFOX,,107,ipo,2026-08-15
UGLD,2861,80,ipo,2026-08-15
UGRO,187,2010,rs,2026-08-15
UK,107,2096,rs,2026-08-15
UL,249,23622,rs,2026-08-15
ULTHF,88,,rs,2026-08-15
ULTI,,288,ipo,2026-08-15
ULTY,257,898,rs,2026-08-15
UMAL,,58,ipo,2026-08-15
UMCX,,52,ipo,2026-08-15
UN,,39,ipo,2026-08-15
UNHU,,143,ipo,2026-08-15
UNHW,,255,ipo,2026-08-15
UNLYF,249,,rs,2026-08-15
UNX,158,333,both,2026-08-15
UOKA,152,620,rs,2026-08-15
UONE,204,3384,rs,2026-08-15
UONEK,204,3386,rs,2026-08-15
UP,110,1858,rs,2026-08-15
UPAL,,116,ipo,2026-08-15
UPLD,59,4300,rs,2026-08-15
UPLT,,116,ipo,2026-08-15
UPSC,,36,ipo,2026-08-15
UPSG,,247,ipo,2026-08-15
UPSX,256,431,rs,2026-08-15
URSP,,353,ipo,2026-08-15
USAS,354,3495,rs,2026-08-15
USAX,,214,ipo,2026-08-15
USBC,,365,ipo,2026-08-15
USDE,,50,ipo,2026-08-15
USDEW,,50,ipo,2026-08-15
USEW,,240,ipo,2026-08-15
USFE,,200,ipo,2026-08-15
USGG,,214,ipo,2026-08-15
USLIF,295,,rs,2026-08-15
USLN,,164,ipo,2026-08-15
USLV,2861,80,ipo,2026-08-15
USMD,,190,ipo,2026-08-15
USREF,253,,rs,2026-08-15
USX,,73,ipo,2026-08-15
UUPP,,86,ipo,2026-08-15
UUUC,,36,ipo,2026-08-15
UUUFF,110,,rs,2026-08-15
UUUG,,214,ipo,2026-08-15
UVIX,45,1599,rs,2026-08-15
UVXY,268,5429,rs,2026-08-15
UXRP,79,396,rs,2026-08-15
UYSCU,,256,ipo,2026-08-15
UZX,,89,ipo,2026-08-15
VACHU,,320,ipo,2026-08-15
VACI,,268,ipo,2026-08-15
VACI.U,,288,ipo,2026-08-15
VACI.WS,,268,ipo,2026-08-15
VAIE,,95,ipo,2026-08-15
VALG,,240,ipo,2026-08-15
VAVX,,201,ipo,2026-08-15
VBCA,,142,ipo,2026-08-15
VBCB,,142,ipo,2026-08-15
VBCC,,142,ipo,2026-08-15
VBCD,,142,ipo,2026-08-15
VBCE,,142,ipo,2026-08-15
VBCF,,142,ipo,2026-08-15
VBCG,,142,ipo,2026-08-15
VBCH,,142,ipo,2026-08-15
VBCI,,142,ipo,2026-08-15
VBCJ,,142,ipo,2026-08-15
VBIO,,109,ipo,2026-08-15
VBNB,,79,ipo,2026-08-15
VBX,,73,ipo,2026-08-15
VCBD,64,,rs,2026-08-15
VCHY,,72,ipo,2026-08-15
VCICU,,156,ipo,2026-08-15
VCIG,169,1220,rs,2026-08-15
VCOB,,269,ipo,2026-08-15
VCRE,,40,ipo,2026-08-15
VCUFF,254,,rs,2026-08-15
VCX,,149,ipo,2026-08-15
VDG,,121,ipo,2026-08-15
VDI,,255,ipo,2026-08-15
VDIG,,270,ipo,2026-08-15
VDV,,121,ipo,2026-08-15
VECA,,88,ipo,2026-08-15
VECA.U,,101,ipo,2026-08-15
VEEE,103,1851,rs,2026-08-15
VEFA,,135,ipo,2026-08-15
VELL,,71,ipo,2026-08-15
VELO,,361,ipo,2026-08-15
VEM,,192,ipo,2026-08-15
VEST,326,,rs,2026-08-15
VEXC,,317,ipo,2026-08-15
VGHY,,332,ipo,2026-08-15
VGLS,121,,rs,2026-08-15
VGNT,,136,ipo,2026-08-15
VGRO,,235,ipo,2026-08-15
VHCP,,187,ipo,2026-08-15
VHCPU,,240,ipo,2026-08-15
VHCPW,,187,ipo,2026-08-15
VHUB,2200,197,ipo,2026-08-15
VIA,1242,337,ipo,2026-08-15
VIAG,,39,ipo,2026-08-15
VIBEF,96,,rs,2026-08-15
VIDA,,92,ipo,2026-08-15
VII,,26,ipo,2026-08-15
VII.U,,44,ipo,2026-08-15
VII.WS,,26,ipo,2026-08-15
VISN,,213,ipo,2026-08-15
VIVK,29,110,both,2026-08-15
VIVO,,152,ipo,2026-08-15
VIZNF,51,,rs,2026-08-15
VLOS,,23,ipo,2026-08-15
VLOSU,,23,ipo,2026-08-15
VLOSW,,23,ipo,2026-08-15
VMAR,59,2090,rs,2026-08-15
VMET,,162,ipo,2026-08-15
VMSB,,255,ipo,2026-08-15
VNME,,358,ipo,2026-08-15
VNMEW,,358,ipo,2026-08-15
VNRX,109,4208,rs,2026-08-15
VNUE,242,,rs,2026-08-15
VOOX,,73,ipo,2026-08-15
VOR,330,2017,rs,2026-08-15
VOXP,,141,ipo,2026-08-15
VOYX,,340,ipo,2026-08-15
VPFF,,31,ipo,2026-08-15
VPX,,156,ipo,2026-08-15
VRAX,50,1486,rs,2026-08-15
VRC,,32,ipo,2026-08-15
VREOF,71,,rs,2026-08-15
VRMTF,337,,rs,2026-08-15
VRNO,65,,rs,2026-08-15
VRRCF,207,,rs,2026-08-15
VRXA,,65,ipo,2026-08-15
VRXAW,,65,ipo,2026-08-15
VSA,81,495,rs,2026-08-15
VSECU,,191,ipo,2026-08-15
VSME,215,1052,rs,2026-08-15
VSNT,7662,222,ipo,2026-08-15
VSNTV,,243,ipo,2026-08-15
VSOL,,271,ipo,2026-08-15
VSTD,,346,ipo,2026-08-15
VSTL,149,389,rs,2026-08-15
VSXY,,74,ipo,2026-08-15
VTAK,365,1093,rs,2026-08-15
VTEPF,138,,rs,2026-08-15
VTIX,,200,ipo,2026-08-15
VUS,,255,ipo,2026-08-15
VUSG,,270,ipo,2026-08-15
VUSI,,269,ipo,2026-08-15
VUSV,,270,ipo,2026-08-15
VYNE,19,2167,rs,2026-08-15
WAGN,,187,ipo,2026-08-15
WAI,341,663,rs,2026-08-15
WALRF,148,,rs,2026-08-15
WAMA,,156,ipo,2026-08-15
WARAF,316,,rs,2026-08-15
WARP,,100,ipo,2026-08-15
WATS,,101,ipo,2026-08-15
WBI,,332,ipo,2026-08-15
WCAP,,338,ipo,2026-08-15
WCMG,,115,ipo,2026-08-15
WCT,162,682,rs,2026-08-15
WCUFF,29,,rs,2026-08-15
WDAF,,337,ipo,2026-08-15
WDAI,,100,ipo,2026-08-15
WDCC,,36,ipo,2026-08-15
WDCX,,200,ipo,2026-08-15
WDE,,86,ipo,2026-08-15
WDGF,,337,ipo,2026-08-15
WDIG,,100,ipo,2026-08-15
WDRN,,93,ipo,2026-08-15
WEAT,263,5444,rs,2026-08-15
WEBX,,73,ipo,2026-08-15
WEGYF,358,,rs,2026-08-15
WELD,,54,ipo,2026-08-15
WENC,,94,ipo,2026-08-15
WENC.U,,107,ipo,2026-08-15
WENNU,,25,ipo,2026-08-15
WEPN,,165,ipo,2026-08-15
WETO,12,534,rs,2026-08-15
WFF,124,506,rs,2026-08-15
WGELF,284,,rs,2026-08-15
WGRX,81,540,rs,2026-08-15
WHK,,67,ipo,2026-08-15
WHLM,327,4393,rs,2026-08-15
WHLR,18,5017,rs,2026-08-15
WHLRL,,150,ipo,2026-08-15
WIMA,,156,ipo,2026-08-15
WISD,,283,ipo,2026-08-15
WKHS,250,3873,rs,2026-08-15
WLCOU,,58,ipo,2026-08-15
WLDS,54,1432,rs,2026-08-15
WLDSW,54,1432,rs,2026-08-15
WLDU,,158,ipo,2026-08-15
WLGS,347,1213,rs,2026-08-15
WLGSF,347,,rs,2026-08-15
WLII,,131,ipo,2026-08-15
WLIIU,,183,ipo,2026-08-15
WLIIW,,131,ipo,2026-08-15
WLTH,6704,246,ipo,2026-08-15
WMSB,,283,ipo,2026-08-15
WMTI,,284,ipo,2026-08-15
WMWWF,127,,rs,2026-08-15
WNBD,79,,rs,2026-08-15
WNDR,,101,ipo,2026-08-15
WNFT,89,,rs,2026-08-15
WNRS,94,,rs,2026-08-15
WNW,131,2069,rs,2026-08-15
WOK,58,722,rs,2026-08-15
WOLF,,320,ipo,2026-08-15
WORX,11,2196,rs,2026-08-15
WPAC,,172,ipo,2026-08-15
WPAC.U,,110,ipo,2026-08-15
WPAY,,345,ipo,2026-08-15
WPFH,346,,rs,2026-08-15
WQTM,,310,ipo,2026-08-15
WR,,101,ipo,2026-08-15
WRDLY,59,,rs,2026-08-15
WRGCX,323,,rs,2026-08-15
WRTH,,109,ipo,2026-08-15
WSBCO,,313,ipo,2026-08-15
WSDB,,136,ipo,2026-08-15
WSE,,96,ipo,2026-08-15
WSGE,,249,ipo,2026-08-15
WSHP,,274,ipo,2026-08-15
WSPC,,37,ipo,2026-08-15
WSTCX,323,,rs,2026-08-15
WSTN,,227,ipo,2026-08-15
WSTNR,,227,ipo,2026-08-15
WSTNU,,284,ipo,2026-08-15
WTCZF,99,,rs,2026-08-15
WTER,242,2805,rs,2026-08-15
WTGUU,,86,ipo,2026-08-15
WTIB,,248,ipo,2026-08-15
WTLS,,205,ipo,2026-08-15
WTO,54,1075,rs,2026-08-15
WULX,,296,ipo,2026-08-15
WWLNF,61,,rs,2026-08-15
WWTIF,359,,rs,2026-08-15
WX,,73,ipo,2026-08-15
WXM,72,501,rs,2026-08-15
WYFL,,72,ipo,2026-08-15
WYHG,74,627,rs,2026-08-15
XA,,101,ipo,2026-08-15
XAGG,,278,ipo,2026-08-15
XAGI,,73,ipo,2026-08-15
XAIL,,129,ipo,2026-08-15
XAIR,33,2588,rs,2026-08-15
XBCI,,193,ipo,2026-08-15
XBFR,,172,ipo,2026-08-15
XBIX,,73,ipo,2026-08-15
XBNB,,109,ipo,2026-08-15
XBOX,,150,ipo,2026-08-15
XBP,243,989,rs,2026-08-15
XCBE,,155,ipo,2026-08-15
XCBEU,,206,ipo,2026-08-15
XCBEW,,155,ipo,2026-08-15
XCHG,6676,243,ipo,2026-08-15
XCOM,,73,ipo,2026-08-15
XDEF,,177,ipo,2026-08-15
XE,,113,ipo,2026-08-15
XELLL,,311,ipo,2026-08-15
XEML,,235,ipo,2026-08-15
XEUR,,73,ipo,2026-08-15
XEY,,109,ipo,2026-08-15
XFLH,,159,ipo,2026-08-15
XFLH.U,,184,ipo,2026-08-15
XFLT,145,3244,rs,2026-08-15
XHLD,256,548,rs,2026-08-15
XHOA,,73,ipo,2026-08-15
XIGV,,51,ipo,2026-08-15
XIWC,,73,ipo,2026-08-15
XKRE,,73,ipo,2026-08-15
XLBX,,73,ipo,2026-08-15
XLEX,,73,ipo,2026-08-15
XLFX,,73,ipo,2026-08-15
XLIX,,73,ipo,2026-08-15
XLKX,,73,ipo,2026-08-15
XLO,152,1758,rs,2026-08-15
XLPI,129,,rs,2026-08-15
XLPX,,73,ipo,2026-08-15
XLUX,,73,ipo,2026-08-15
XLVX,,73,ipo,2026-08-15
XLYX,,73,ipo,2026-08-15
XMAX,,89,ipo,2026-08-15
XNDU,7093,141,ipo,2026-08-15
XNDX,,100,ipo,2026-08-15
XOEX,,239,ipo,2026-08-15
XOVL,,102,ipo,2026-08-15
XPAV,,73,ipo,2026-08-15
XPEG,,212,ipo,2026-08-15
XPM,,290,ipo,2026-08-15
XPON,25,1597,rs,2026-08-15
XQQI,,193,ipo,2026-08-15
XQTM,,46,ipo,2026-08-15
XRN,,173,ipo,2026-08-15
XRP,,268,ipo,2026-08-15
XRPC,,275,ipo,2026-08-15
XRPK,,256,ipo,2026-08-15
XRPM,,270,ipo,2026-08-15
XRPN,,289,ipo,2026-08-15
XRPNU,,289,ipo,2026-08-15
XRPNW,,289,ipo,2026-08-15
XRPR,,331,ipo,2026-08-15
XRPT,169,450,rs,2026-08-15
XRPZ,,264,ipo,2026-08-15
XRTX,131,1767,rs,2026-08-15
XRXDW,,183,ipo,2026-08-15
XSEM,,73,ipo,2026-08-15
XSHP,,59,ipo,2026-08-15
XSLL,,150,ipo,2026-08-15
XSLLU,,198,ipo,2026-08-15
XSLLW,,150,ipo,2026-08-15
XSPC,,60,ipo,2026-08-15
XSPI,,193,ipo,2026-08-15
XTAI,,73,ipo,2026-08-15
XTKG,163,928,rs,2026-08-15
XTLB,143,4779,rs,2026-08-15
XVO,,73,ipo,2026-08-15
XVUG,,73,ipo,2026-08-15
XW,,73,ipo,2026-08-15
XWIN,,278,ipo,2026-08-15
XXI,,249,ipo,2026-08-15
XXII,64,4540,rs,2026-08-15
XXRP,47,494,rs,2026-08-15
XXV,,270,ipo,2026-08-15
XXX,,197,ipo,2026-08-15
XYZY,257,501,rs,2026-08-15
XZO,,283,ipo,2026-08-15
YAAS,16,603,rs,2026-08-15
YBIT,257,844,rs,2026-08-15
YBMN,,263,ipo,2026-08-15
YBST,,242,ipo,2026-08-15
YBTY,,242,ipo,2026-08-15
YCLO,,72,ipo,2026-08-15
YCY,,290,ipo,2026-08-15
YCY.U,,114,ipo,2026-08-15
YCY.WS,,290,ipo,2026-08-15
YDDL,,310,ipo,2026-08-15
YDES,,351,ipo,2026-08-15
YDESW,,351,ipo,2026-08-15
YDKG,274,330,both,2026-08-15
YGMZ,276,2124,rs,2026-08-15
YHC,33,607,rs,2026-08-15
YHGJ,318,1055,rs,2026-08-15
YHNAU,,108,ipo,2026-08-15
YICC,,33,ipo,2026-08-15
YICCU,,60,ipo,2026-08-15
YICCW,,32,ipo,2026-08-15
